croc,overall_rarity,a1,a2,a3,a4,a5,a6,a7,a8,a9,a1_rarity,a2_rarity,a3_rarity,a4_rarity,a5_rarity,a6_rarity,a7_rarity,a8_rarity,a9_rarity
8002,7059.78717561522,1,17,9,2,32,13,2,0,11,1.958,0.394,0.945,4.242,1.159,1.575,3.184,90.92,4.32
8003,92818669.7753184,0,4,0,55,24,32,6,0,19,85.734,2.599,57.763,1.283,5.142,2.937,1.766,90.92,2.318
8004,71026287.5488553,0,0,3,0,33,69,2,0,3,85.734,32.673,2.048,20.545,3.544,0.113,3.184,90.92,5.198
8005,85163875.6919629,0,36,0,46,13,25,14,0,8,85.734,2.419,57.763,1.451,6.503,1.013,2.003,90.92,4.084
8006,2034755685.2012,0,4,0,2,6,44,7,0,35,85.734,2.599,57.763,4.242,6.436,2.757,11.037,90.92,2.093
8007,109777.568938218,0,51,5,0,6,75,1,0,44,85.734,0.36,1.778,20.545,6.436,0.068,18.126,90.92,0.135
8008,5926213.9148185,0,31,0,8,12,66,14,0,17,85.734,0.99,57.763,0.383,3.195,2.318,2.003,90.92,2.34
8009,95570035.7793907,0,19,0,27,1,49,1,0,19,85.734,1.879,57.763,0.484,3.105,1.789,18.126,90.92,2.318
8010,1243975128.13421,4,0,0,0,8,0,5,0,15,0.934,32.673,57.763,20.545,5.052,2.667,14.75,90.92,1.901
8011,218358621.798449,0,4,0,28,13,9,11,0,17,85.734,2.599,57.763,1.564,6.503,1.834,4.275,90.92,2.34
8012,525564815.523761,0,0,14,47,24,20,1,0,19,85.734,32.673,2.025,2.892,5.142,1.631,18.126,90.92,2.318
8013,58103710.2878264,0,42,0,31,19,36,7,0,7,85.734,1.575,57.763,0.923,1.755,1.069,11.037,90.92,4.287
8014,2496818.0435141,0,54,0,28,19,52,8,0,14,85.734,0.18,57.763,1.564,1.755,1.856,2.937,90.92,2.059
8015,431733.087199892,0,0,14,46,24,45,9,10,13,85.734,32.673,2.025,1.451,5.142,2.396,4.534,0.428,2.194
8016,49520889.6973346,0,38,19,0,29,50,1,2,3,85.734,1.845,4.388,20.545,3.319,1.845,18.126,6.019,5.198
8017,7627060.12256018,20,42,0,23,7,18,1,0,12,0.281,1.575,57.763,3.938,4.197,2.329,18.126,90.92,4.703
8018,22642081.0735156,0,0,17,8,13,43,5,0,18,85.734,32.673,1.856,0.383,6.503,0.698,14.75,90.92,1.868
8019,149198.38087494,0,23,0,25,18,0,7,1,47,85.734,0.641,57.763,2.869,3.33,2.667,11.037,0.619,0.27
8020,5694967062.98917,0,38,0,0,18,47,4,0,7,85.734,1.845,57.763,20.545,3.33,2.059,11.352,90.92,4.287
8021,52345595.3204127,0,22,0,5,23,17,19,0,36,85.734,2.532,57.763,3.555,2.059,1.508,3.589,90.92,1.159
8022,122180.513620385,0,25,0,39,13,40,1,8,43,85.734,1.519,57.763,0.428,6.503,1.845,18.126,0.574,0.304
8023,1666700719.0279,0,0,7,0,31,12,4,0,5,85.734,32.673,1.823,20.545,2.183,1.485,11.352,90.92,4.748
8024,284108556.185953,0,36,0,6,11,63,3,0,9,85.734,2.419,57.763,3.488,1.969,1.823,4.748,90.92,4.388
8025,5760467805.63065,0,35,0,23,6,47,1,0,2,85.734,2.802,57.763,3.938,6.436,2.059,18.126,90.92,4.827
8026,87248272.7041438,0,18,0,7,18,2,13,0,36,85.734,0.979,57.763,3.24,3.33,1.44,10.992,90.92,1.159
8027,2590412.30507126,0,26,0,23,33,63,1,10,34,85.734,2.048,57.763,3.938,3.544,1.823,18.126,0.428,1.294
8028,8372825697.16645,0,1,0,0,26,45,1,0,4,85.734,2.903,57.763,20.545,1.688,2.396,18.126,90.92,4.253
8029,189062586.584158,0,30,0,7,16,8,9,0,14,85.734,2.509,57.763,3.24,1.991,2.779,4.534,90.92,2.059
8030,6018690.6986306,0,0,4,57,14,66,3,0,20,85.734,32.673,1.89,0.371,1.361,2.318,4.748,90.92,2.25
8031,323985069.886431,0,0,9,0,27,22,5,0,5,85.734,32.673,0.945,20.545,0.338,2.768,14.75,90.92,4.748
8032,1535775.18492948,0,16,23,58,12,66,1,0,22,85.734,0.585,1.26,1.463,3.195,2.318,18.126,90.92,1.361
8033,46595986.0898243,0,0,5,0,16,65,11,2,12,85.734,32.673,1.778,20.545,1.991,1.89,4.275,6.019,4.703
8034,213484.077148543,0,9,12,51,4,5,8,0,3,85.734,0.653,0.506,1.26,2.588,1.665,2.937,90.92,5.198
8035,1355503.04030385,0,41,0,8,35,60,2,0,13,85.734,3.297,57.763,0.383,4.32,0.079,3.184,90.92,2.194
8036,59032255.0092665,12,0,0,25,24,86,9,0,1,0.63,32.673,57.763,2.869,5.142,1.609,4.534,90.92,5.074
8037,197022247.139384,0,43,0,16,24,28,1,0,2,85.734,1.328,57.763,1.103,5.142,0.664,18.126,90.92,4.827
8038,752115586.537629,0,22,0,36,7,10,5,0,6,85.734,2.532,57.763,1.114,4.197,2.734,14.75,90.92,3.499
8039,159019478.270017,0,3,0,0,13,69,5,0,31,85.734,0.979,57.763,20.545,6.503,0.113,14.75,90.92,1.62
8040,125605181.999149,0,0,12,6,12,52,13,0,7,85.734,32.673,0.506,3.488,3.195,1.856,10.992,90.92,4.287
8041,7061634.93021977,0,22,24,37,21,22,4,0,35,85.734,2.532,1.913,1.181,2.408,2.768,11.352,90.92,2.093
8042,9811868693.56564,0,36,0,0,26,44,1,0,3,85.734,2.419,57.763,20.545,1.688,2.757,18.126,90.92,5.198
8043,598209305.398035,0,14,0,41,1,34,4,0,12,85.734,2.667,57.763,1.26,3.105,2.385,11.352,90.92,4.703
8044,724.416960391622,12,32,6,6,32,37,5,0,43,0.63,1.238,1.001,3.488,1.159,0.563,14.75,90.92,0.304
8045,2384455451.97619,0,0,0,12,5,18,1,0,27,85.734,32.673,57.763,2.104,1.001,2.329,18.126,90.92,1.823
8046,114603732.611791,0,6,0,2,20,62,4,0,24,85.734,2.261,57.763,4.242,0.551,2.655,11.352,90.92,1.598
8047,293932024.101029,0,25,0,41,33,20,4,0,3,85.734,1.519,57.763,1.26,3.544,1.631,11.352,90.92,5.198
8048,34932686.1129212,0,34,0,4,2,32,2,0,24,85.734,2.003,57.763,1.44,1.8,2.937,3.184,90.92,1.598
8049,80824.0630331744,0,24,24,40,3,34,19,0,47,85.734,1.305,1.913,0.416,4.32,2.385,3.589,90.92,0.27
8050,101930.368411627,0,50,0,46,15,51,5,5,13,85.734,0.203,57.763,1.451,3.792,1.406,14.75,0.405,2.194
8051,44915658.1479661,0,22,0,7,25,23,13,2,8,85.734,2.532,57.763,3.24,4.433,0.923,10.992,6.019,4.084
8052,8619587.47099363,0,0,14,0,12,64,13,10,35,85.734,32.673,2.025,20.545,3.195,2.351,10.992,0.428,2.093
8053,700821334.06555,0,1,0,41,3,50,4,0,12,85.734,2.903,57.763,1.26,4.32,1.845,11.352,90.92,4.703
8054,43932453.0831004,0,14,0,6,15,12,2,0,51,85.734,2.667,57.763,3.488,3.792,1.485,3.184,90.92,0.585
8055,127964371.829013,0,30,0,58,32,13,1,0,17,85.734,2.509,57.763,1.463,1.159,1.575,18.126,90.92,2.34
8056,1020872.65334822,0,0,6,47,7,50,9,6,8,85.734,32.673,1.001,2.892,4.197,1.845,4.534,0.878,4.084
8057,1247938496.77278,0,43,0,0,15,61,2,0,12,85.734,1.328,57.763,20.545,3.792,1.789,3.184,90.92,4.703
8058,307293552.285823,0,3,0,25,7,49,5,0,13,85.734,0.979,57.763,2.869,4.197,1.789,14.75,90.92,2.194
8059,2605759632.3613,0,0,4,0,33,63,1,0,20,85.734,32.673,1.89,20.545,3.544,1.823,18.126,90.92,2.25
8060,107660201.149318,0,20,0,7,25,0,13,0,53,85.734,0.934,57.763,3.24,4.433,2.667,10.992,90.92,0.608
8061,2224296640.19369,0,0,3,0,11,40,13,0,3,85.734,32.673,2.048,20.545,1.969,1.845,10.992,90.92,5.198
8062,3466017323.17332,0,25,0,0,24,63,4,0,19,85.734,1.519,57.763,20.545,5.142,1.823,11.352,90.92,2.318
8063,523.59011536968,15,53,0,5,17,2,4,8,52,1.868,0.113,57.763,3.555,2.16,1.44,11.352,0.574,0.596
8064,72259557.4165805,0,41,0,49,19,65,4,0,23,85.734,3.297,57.763,1.035,1.755,1.89,11.352,90.92,1.249
8065,952768587.264925,0,12,0,28,13,42,4,0,5,85.734,2.171,57.763,1.564,6.503,1.778,11.352,90.92,4.748
8066,127894304.729243,0,31,0,22,30,46,4,0,3,85.734,0.99,57.763,0.99,1.834,2.678,11.352,90.92,5.198
8067,10174164532.2907,0,30,0,0,37,30,13,0,7,85.734,2.509,57.763,20.545,3.488,2.667,10.992,90.92,4.287
8068,318930079.456752,0,43,0,0,33,49,7,0,37,85.734,1.328,57.763,20.545,3.544,1.789,11.037,90.92,0.371
8069,110935574.419999,3,0,0,0,7,9,14,0,16,1.564,32.673,57.763,20.545,4.197,1.834,2.003,90.92,1.305
8070,30904332.9747966,0,0,19,58,23,6,1,0,53,85.734,32.673,4.388,1.463,2.059,0.833,18.126,90.92,0.608
8071,30431.6452100819,0,36,9,4,7,52,13,8,13,85.734,2.419,0.945,1.44,4.197,1.856,10.992,0.574,2.194
8072,719787418.832806,0,17,0,0,29,54,1,0,12,85.734,0.394,57.763,20.545,3.319,0.698,18.126,90.92,4.703
8073,1525248.43590823,0,6,16,5,35,11,9,0,27,85.734,2.261,1.553,3.555,4.32,0.439,4.534,90.92,1.823
8074,543464647.894487,0,19,0,45,13,25,1,0,9,85.734,1.879,57.763,1.226,6.503,1.013,18.126,90.92,4.388
8075,1100690685.2148,0,0,18,0,25,17,3,0,2,85.734,32.673,1.373,20.545,4.433,1.508,4.748,90.92,4.827
8076,1473786117.99635,0,0,14,0,13,12,7,0,16,85.734,32.673,2.025,20.545,6.503,1.485,11.037,90.92,1.305
8077,367356914.372539,0,22,0,36,31,8,7,0,11,85.734,2.532,57.763,1.114,2.183,2.779,11.037,90.92,4.32
8078,28476856.8976177,0,11,0,13,13,24,1,0,30,85.734,0.383,57.763,3.105,6.503,1.384,18.126,90.92,0.326
8079,3615087669.04868,0,0,26,0,12,64,4,0,10,85.734,32.673,1.89,20.545,3.195,2.351,11.352,90.92,4.287
8080,44315489.4571523,12,0,0,25,4,3,13,0,4,0.63,32.673,57.763,2.869,2.588,1.181,10.992,90.92,4.253
8081,285091647.476857,0,22,0,5,13,2,19,0,35,85.734,2.532,57.763,3.555,6.503,1.44,3.589,90.92,2.093
8082,2342974576.88355,0,10,0,0,13,12,11,0,2,85.734,1.271,57.763,20.545,6.503,1.485,4.275,90.92,4.827
8083,3193771.38263507,0,0,18,7,32,47,2,0,37,85.734,32.673,1.373,3.24,1.159,2.059,3.184,90.92,0.371
8084,277838.930989453,0,16,7,12,5,10,2,0,27,85.734,0.585,1.823,2.104,1.001,2.734,3.184,90.92,1.823
8085,8841485.56054504,0,44,0,20,15,50,9,0,46,85.734,0.405,57.763,0.799,3.792,1.845,4.534,90.92,1.913
8086,61778135.517572,0,35,0,36,16,53,5,0,26,85.734,2.802,57.763,1.114,1.991,0.911,14.75,90.92,1.643
8087,2860804769.86847,0,5,0,13,6,62,1,0,3,85.734,1.271,57.763,3.105,6.436,2.655,18.126,90.92,5.198
8088,956992.345154063,6,0,17,10,3,0,10,0,13,0.956,32.673,1.856,1.845,4.32,2.667,3.893,90.92,2.194
8089,142546538.376409,0,7,0,33,37,11,13,0,6,85.734,1.598,57.763,3.364,3.488,0.439,10.992,90.92,3.499
8090,120472570.046934,0,4,0,23,26,61,11,0,28,85.734,2.599,57.763,3.938,1.688,1.789,4.275,90.92,2.025
8091,3047307.26501927,0,38,4,33,11,39,13,0,15,85.734,1.845,1.89,3.364,1.969,0.81,10.992,90.92,1.901
8092,5580276898.29733,0,0,0,23,24,30,11,0,26,85.734,32.673,57.763,3.938,5.142,2.667,4.275,90.92,1.643
8093,1599123974.18722,0,0,17,0,22,35,5,0,10,85.734,32.673,1.856,20.545,1.665,1.564,14.75,90.92,4.287
8094,25730021117.0087,0,30,0,0,8,18,1,0,3,85.734,2.509,57.763,20.545,5.052,2.329,18.126,90.92,5.198
8095,7856352.31731939,0,19,0,16,21,29,2,0,46,85.734,1.879,57.763,1.103,2.408,0.574,3.184,90.92,1.913
8096,19422765765.4678,0,8,0,0,13,65,1,0,4,85.734,2.216,57.763,20.545,6.503,1.89,18.126,90.92,4.253
8097,943775.507966421,9,0,14,13,29,17,3,0,20,0.945,32.673,2.025,3.105,3.319,1.508,4.748,90.92,2.25
8098,297624715.291993,0,8,0,29,31,40,11,0,2,85.734,2.216,57.763,3.589,2.183,1.845,4.275,90.92,4.827
8099,13386195.4172249,0,10,0,19,21,11,1,0,26,85.734,1.271,57.763,0.743,2.408,0.439,18.126,90.92,1.643
8100,2024018591.98912,0,1,0,0,6,65,3,0,16,85.734,2.903,57.763,20.545,6.436,1.89,4.748,90.92,1.305
8101,1274498.49276419,14,22,0,41,35,30,4,2,12,1.868,2.532,57.763,1.26,4.32,2.667,11.352,6.019,4.703
8102,761025310.821595,0,41,0,2,6,36,13,0,24,85.734,3.297,57.763,4.242,6.436,1.069,10.992,90.92,1.598
8103,415324.423376798,3,38,0,0,13,9,4,10,35,1.564,1.845,57.763,20.545,6.503,1.834,11.352,0.428,2.093
8104,130004224.851284,0,12,0,45,6,29,1,0,31,85.734,2.171,57.763,1.226,6.436,0.574,18.126,90.92,1.62
8105,3423792.29432644,0,31,0,2,31,7,10,2,24,85.734,0.99,57.763,4.242,2.183,2.014,3.893,6.019,1.598
8106,68934101.9214659,0,15,0,55,12,65,5,0,33,85.734,1.654,57.763,1.283,3.195,1.89,14.75,90.92,0.81
8107,396663.121200475,0,41,16,2,22,51,2,2,5,85.734,3.297,1.553,4.242,1.665,1.406,3.184,6.019,4.748
8108,88449399.4439437,0,31,0,4,1,26,7,0,2,85.734,0.99,57.763,1.44,3.105,0.833,11.037,90.92,4.827
8109,5952803198.03015,0,33,0,0,3,64,1,0,19,85.734,1.508,57.763,20.545,4.32,2.351,18.126,90.92,2.318
8110,2593516234.2409,0,12,0,0,33,37,5,0,9,85.734,2.171,57.763,20.545,3.544,0.563,14.75,90.92,4.388
8111,244203005.418893,0,41,0,11,4,64,10,0,10,85.734,3.297,57.763,1.62,2.588,2.351,3.893,90.92,4.287
8112,127648.204345134,4,27,0,0,23,62,1,1,19,0.934,0.81,57.763,20.545,2.059,2.655,18.126,0.619,2.318
8113,935879876.014737,0,5,0,6,12,40,1,0,9,85.734,1.271,57.763,3.488,3.195,1.845,18.126,90.92,4.388
8114,16076644.8308333,0,0,4,58,6,27,3,2,3,85.734,32.673,1.89,1.463,6.436,2.171,4.748,6.019,5.198
8115,91987747.2316757,0,41,0,41,1,34,4,0,51,85.734,3.297,57.763,1.26,3.105,2.385,11.352,90.92,0.585
8116,221644829.779271,0,41,0,41,35,20,10,0,11,85.734,3.297,57.763,1.26,4.32,1.631,3.893,90.92,4.32
8117,658449610.068007,0,25,0,0,25,68,1,0,12,85.734,1.519,57.763,20.545,4.433,0.124,18.126,90.92,4.703
8118,355574758.982002,0,30,0,16,13,42,3,0,3,85.734,2.509,57.763,1.103,6.503,1.778,4.748,90.92,5.198
8119,14850336.7282645,0,0,19,11,24,46,1,1,2,85.734,32.673,4.388,1.62,5.142,2.678,18.126,0.619,4.827
8120,8683583.15831215,0,4,5,2,37,34,11,0,24,85.734,2.599,1.778,4.242,3.488,2.385,4.275,90.92,1.598
8121,100875501.016399,0,12,0,51,26,7,3,0,1,85.734,2.171,57.763,1.26,1.688,2.014,4.748,90.92,5.074
8122,142024645.841697,0,0,5,0,3,62,11,2,12,85.734,32.673,1.778,20.545,4.32,2.655,4.275,6.019,4.703
8123,196123367.527519,0,38,0,10,21,15,13,0,18,85.734,1.845,57.763,1.845,2.408,2.588,10.992,90.92,1.868
8124,70989.3200616211,2,4,17,0,25,54,4,0,45,0.259,2.599,1.856,20.545,4.433,0.698,11.352,90.92,0.866
8125,16131.3055349629,2,35,0,39,21,49,1,2,46,0.259,2.802,57.763,0.428,2.408,1.789,18.126,6.019,1.913
8126,16259009.7474145,19,22,0,42,35,34,4,0,1,0.776,2.532,57.763,2.655,4.32,2.385,11.352,90.92,5.074
8127,248747318.307134,0,26,0,1,14,35,5,0,9,85.734,2.048,57.763,1.958,1.361,1.564,14.75,90.92,4.388
8128,43608062.7724015,0,33,10,0,29,66,8,0,4,85.734,1.508,1.879,20.545,3.319,2.318,2.937,90.92,4.253
8129,82219023.2500857,0,20,0,58,13,6,1,0,22,85.734,0.934,57.763,1.463,6.503,0.833,18.126,90.92,1.361
8130,106583268.813587,0,1,7,0,23,2,1,0,17,85.734,2.903,1.823,20.545,2.059,1.44,18.126,90.92,2.34
8131,682559488.63889,0,4,0,2,29,63,7,0,14,85.734,2.599,57.763,4.242,3.319,1.823,11.037,90.92,2.059
8132,1309241.48846871,14,14,0,25,45,40,11,0,17,1.868,2.667,57.763,2.869,0.945,1.845,4.275,90.92,2.34
8133,682728435.122374,0,25,0,0,25,70,5,0,12,85.734,1.519,57.763,20.545,4.433,0.158,14.75,90.92,4.703
8134,177247310.574239,0,35,0,15,14,62,4,0,1,85.734,2.802,57.763,0.675,1.361,2.655,11.352,90.92,5.074
8135,1697147.18404713,17,0,0,55,3,44,6,0,21,0.236,32.673,57.763,1.283,4.32,2.757,1.766,90.92,1.553
8136,1758757.93656397,1,3,0,9,3,9,19,0,5,1.958,0.979,57.763,1.294,4.32,1.834,3.589,90.92,4.748
8137,139724901.786683,0,0,18,45,9,21,1,0,4,85.734,32.673,1.373,1.226,2.847,1.485,18.126,90.92,4.253
8138,2200528.45208454,17,0,0,46,13,45,6,0,22,0.236,32.673,57.763,1.451,6.503,2.396,1.766,90.92,1.361
8139,8920697.55259859,3,6,0,2,15,20,10,0,12,1.564,2.261,57.763,4.242,3.792,1.631,3.893,90.92,4.703
8140,156204.223401974,8,17,0,0,32,13,13,0,36,0.158,0.394,57.763,20.545,1.159,1.575,10.992,90.92,1.159
8141,3451098.4133387,0,51,0,0,7,72,5,0,44,85.734,0.36,57.763,20.545,4.197,0.124,14.75,90.92,0.135
8142,106570447.846416,1,0,0,0,20,44,14,0,1,1.958,32.673,57.763,20.545,0.551,2.757,2.003,90.92,5.074
8143,3553130511.06951,0,29,0,0,7,22,9,0,11,85.734,1.688,57.763,20.545,4.197,2.768,4.534,90.92,4.32
8144,396218202.724799,0,31,0,0,31,46,10,0,15,85.734,0.99,57.763,20.545,2.183,2.678,3.893,90.92,1.901
8145,149641214.913606,0,36,0,16,16,28,1,0,3,85.734,2.419,57.763,1.103,1.991,0.664,18.126,90.92,5.198
8146,3108238241.41283,0,35,0,0,3,54,1,0,13,85.734,2.802,57.763,20.545,4.32,0.698,18.126,90.92,2.194
8147,313952056.086222,0,0,26,5,30,52,4,0,5,85.734,32.673,1.89,3.555,1.834,1.856,11.352,90.92,4.748
8148,132435264.170103,0,4,0,0,33,69,2,0,11,85.734,2.599,57.763,20.545,3.544,0.113,3.184,90.92,4.32
8149,65316612.9972795,0,41,2,5,8,50,4,0,11,85.734,3.297,1.564,3.555,5.052,1.845,11.352,90.92,4.32
8150,15345.9580122182,0,0,20,28,16,66,6,10,34,85.734,32.673,0.776,1.564,1.991,2.318,1.766,0.428,1.294
8151,97947869.3598338,0,12,0,6,9,47,1,2,8,85.734,2.171,57.763,3.488,2.847,2.059,18.126,6.019,4.084
8152,879234498.283792,0,19,0,4,13,47,4,0,5,85.734,1.879,57.763,1.44,6.503,2.059,11.352,90.92,4.748
8153,990667086.485907,0,0,10,0,45,44,5,0,25,85.734,32.673,1.879,20.545,0.945,2.757,14.75,90.92,2.622
8154,34208964.5995691,0,0,2,20,24,41,1,0,35,85.734,32.673,1.564,0.799,5.142,0.551,18.126,90.92,2.093
8155,2301234.95731131,0,40,0,10,37,31,2,2,8,85.734,0.529,57.763,1.845,3.488,1.744,3.184,6.019,4.084
8156,2256908237.90783,0,14,0,2,7,61,4,0,3,85.734,2.667,57.763,4.242,4.197,1.789,11.352,90.92,5.198
8157,476694547.966108,0,41,0,50,13,35,7,0,25,85.734,3.297,57.763,1.091,6.503,1.564,11.037,90.92,2.622
8158,182340.288367758,0,35,0,54,14,82,13,0,1,85.734,2.802,57.763,0.056,1.361,0.034,10.992,90.92,5.074
8159,1619856691.73453,0,4,0,2,29,36,1,0,1,85.734,2.599,57.763,4.242,3.319,1.069,18.126,90.92,5.074
8160,21757149.9781591,0,0,17,19,21,12,19,0,2,85.734,32.673,1.856,0.743,2.408,1.485,3.589,90.92,4.827
8161,397530452.431618,0,37,0,11,3,35,7,0,3,85.734,1.406,57.763,1.62,4.32,1.564,11.037,90.92,5.198
8162,5994015.91713141,1,43,0,51,11,32,5,0,8,1.958,1.328,57.763,1.26,1.969,2.937,14.75,90.92,4.084
8163,237013801.079257,0,1,0,28,29,62,4,0,36,85.734,2.903,57.763,1.564,3.319,2.655,11.352,90.92,1.159
8164,67889215.6525684,0,0,21,1,17,22,5,0,34,85.734,32.673,1.193,1.958,2.16,2.768,14.75,90.92,1.294
8165,526639.254100535,12,33,19,0,12,25,13,0,15,0.63,1.508,4.388,20.545,3.195,1.013,10.992,90.92,1.901
8166,11626966019.3441,0,0,0,0,18,54,2,0,3,85.734,32.673,57.763,20.545,3.33,0.698,3.184,90.92,5.198
8167,10070853.2952843,0,33,0,31,23,48,10,0,28,85.734,1.508,57.763,0.923,2.059,0.99,3.893,90.92,2.025
8168,257763946.225326,12,0,0,25,13,12,1,0,5,0.63,32.673,57.763,2.869,6.503,1.485,18.126,90.92,4.748
8169,332442579.081443,0,0,3,2,8,86,10,0,5,85.734,32.673,2.048,4.242,5.052,1.609,3.893,90.92,4.748
8170,15283900.3367818,0,33,0,48,13,20,11,0,29,85.734,1.508,57.763,1.26,6.503,1.631,4.275,90.92,0.394
8171,4233787.13771201,0,19,0,13,30,51,5,6,9,85.734,1.879,57.763,3.105,1.834,1.406,14.75,0.878,4.388
8172,3677950.82851029,12,38,0,10,4,62,1,0,25,0.63,1.845,57.763,1.845,2.588,2.655,18.126,90.92,2.622
8173,118554480.100287,0,28,0,55,14,52,4,0,9,85.734,1.631,57.763,1.283,1.361,1.856,11.352,90.92,4.388
8174,115213388.724224,0,23,0,23,3,51,10,0,10,85.734,0.641,57.763,3.938,4.32,1.406,3.893,90.92,4.287
8175,400932822.813671,0,25,0,0,25,72,7,0,12,85.734,1.519,57.763,20.545,4.433,0.124,11.037,90.92,4.703
8176,65083182.009531,0,27,0,4,22,22,5,0,27,85.734,0.81,57.763,1.44,1.665,2.768,14.75,90.92,1.823
8177,3589170149.04612,0,0,0,36,37,48,1,0,6,85.734,32.673,57.763,1.114,3.488,0.99,18.126,90.92,3.499
8178,2349335.34050692,0,0,4,46,32,27,3,2,4,85.734,32.673,1.89,1.451,1.159,2.171,4.748,6.019,4.253
8179,37553924.7976374,0,0,4,45,15,23,11,0,4,85.734,32.673,1.89,1.226,3.792,0.923,4.275,90.92,4.253
8180,14788936.3587537,0,0,0,51,30,36,8,2,35,85.734,32.673,57.763,1.26,1.834,1.069,2.937,6.019,2.093
8181,108888634.471268,0,42,0,28,30,63,1,0,31,85.734,1.575,57.763,1.564,1.834,1.823,18.126,90.92,1.62
8182,12533194.8424357,0,0,22,57,25,62,3,0,19,85.734,32.673,1.024,0.371,4.433,2.655,4.748,90.92,2.318
8183,431675665.924006,0,22,0,28,8,15,9,0,8,85.734,2.532,57.763,1.564,5.052,2.588,4.534,90.92,4.084
8184,651069522.216644,0,25,0,0,25,54,2,0,12,85.734,1.519,57.763,20.545,4.433,0.698,3.184,90.92,4.703
8185,2258.8756304941,0,8,28,18,44,59,5,0,5,85.734,2.216,0.338,0.518,0.135,0.079,14.75,90.92,4.748
8186,1817085565.39011,0,0,30,0,10,22,1,0,9,85.734,32.673,1.508,20.545,1.046,2.768,18.126,90.92,4.388
8187,31349295.3254961,0,0,27,10,5,36,5,0,8,85.734,32.673,1.035,1.845,1.001,1.069,14.75,90.92,4.084
8188,61665.1964021307,0,32,25,44,23,33,2,0,28,85.734,1.238,1.834,0.934,2.059,0.281,3.184,90.92,2.025
8189,15527686.4768876,0,15,0,0,5,5,14,0,43,85.734,1.654,57.763,20.545,1.001,1.665,2.003,90.92,0.304
8190,30531428.3784013,0,42,18,55,6,34,1,0,1,85.734,1.575,1.373,1.283,6.436,2.385,18.126,90.92,5.074
8191,222701900.421631,0,35,0,6,19,13,10,0,12,85.734,2.802,57.763,3.488,1.755,1.575,3.893,90.92,4.703
8192,868540692.635781,0,30,0,21,25,30,5,0,6,85.734,2.509,57.763,1.26,4.433,2.667,14.75,90.92,3.499
8193,321743.173057162,7,0,15,0,19,25,9,0,31,0.608,32.673,0.664,20.545,1.755,1.013,4.534,90.92,1.62
8194,19167535110.2012,0,0,0,0,13,54,2,0,9,85.734,32.673,57.763,20.545,6.503,0.698,3.184,90.92,4.388
8195,38575583.0633846,0,13,0,13,1,23,3,0,7,85.734,0.473,57.763,3.105,3.105,0.923,4.748,90.92,4.287
8196,371730096.319677,0,0,10,13,8,62,4,0,26,85.734,32.673,1.879,3.105,5.052,2.655,11.352,90.92,1.643
8197,76906.1140069269,15,41,15,58,16,6,1,0,12,1.868,3.297,0.664,1.463,1.991,0.833,18.126,90.92,4.703
8198,2293253.53428253,0,44,3,13,29,65,19,0,1,85.734,0.405,2.048,3.105,3.319,1.89,3.589,90.92,5.074
8199,414718856.427504,0,37,0,25,18,62,7,0,17,85.734,1.406,57.763,2.869,3.33,2.655,11.037,90.92,2.34
8200,119423444.258799,0,29,0,4,4,49,9,0,3,85.734,1.688,57.763,1.44,2.588,1.789,4.534,90.92,5.198
8201,1777049.0915759,0,18,24,44,15,45,13,0,16,85.734,0.979,1.913,0.934,3.792,2.396,10.992,90.92,1.305
8202,16595904.0058884,0,20,0,36,13,21,8,0,23,85.734,0.934,57.763,1.114,6.503,1.485,2.937,90.92,1.249
8203,211850.09111626,12,0,16,41,6,21,2,0,15,0.63,32.673,1.553,1.26,6.436,1.485,3.184,90.92,1.901
8204,574594174.982602,0,41,0,41,13,7,1,0,34,85.734,3.297,57.763,1.26,6.503,2.014,18.126,90.92,1.294
8205,134887.696034529,0,15,17,49,11,49,12,0,53,85.734,1.654,1.856,1.035,1.969,1.789,2.543,90.92,0.608
8206,1983273912.76882,0,14,0,25,24,34,7,0,4,85.734,2.667,57.763,2.869,5.142,2.385,11.037,90.92,4.253
8207,453135.113106724,0,21,25,28,15,5,12,0,15,85.734,0.664,1.834,1.564,3.792,1.665,2.543,90.92,1.901
8208,1522133.06968308,15,0,21,11,35,50,13,0,31,1.868,32.673,1.193,1.62,4.32,1.845,10.992,90.92,1.62
8209,1464.16566889748,20,54,0,11,3,8,13,8,8,0.281,0.18,57.763,1.62,4.32,2.779,10.992,0.574,4.084
8210,148842613.6577,0,36,0,13,3,64,2,0,22,85.734,2.419,57.763,3.105,4.32,2.351,3.184,90.92,1.361
8211,14395768.5011293,0,35,0,0,14,72,14,0,26,85.734,2.802,57.763,20.545,1.361,0.124,2.003,90.92,1.643
8212,4975259588.89336,0,0,0,43,11,7,1,0,15,85.734,32.673,57.763,2.475,1.969,2.014,18.126,90.92,1.901
8213,1498572521.73756,0,0,27,0,11,63,1,0,4,85.734,32.673,1.035,20.545,1.969,1.823,18.126,90.92,4.253
8214,821239796.562442,0,29,0,13,15,3,1,0,10,85.734,1.688,57.763,3.105,3.792,1.181,18.126,90.92,4.287
8215,835417361.50128,0,15,0,0,26,9,7,0,24,85.734,1.654,57.763,20.545,1.688,1.834,11.037,90.92,1.598
8216,19553287.6151982,0,0,24,19,7,6,4,0,22,85.734,32.673,1.913,0.743,4.197,0.833,11.352,90.92,1.361
