Croc,DNA,Binary DNA,A1,A2,A3,A4,A5,A6,A7,A8,A9,Attr List
6361,2738235922268356657,10011000000000001010110001000001000010000001010000000000110001,0,38,0,43,16,66,5,0,49,0 | 38 | 0 | 43 | 16 | 66 | 5 | 0 | 49
6362,38534949961751,1000110000110000011110000000010000000000010111,0,0,0,35,12,30,1,0,23,0 | 0 | 0 | 35 | 12 | 30 | 1 | 0 | 23
6363,1371914658818818055,1001100001010000001010001110100001101000011000000000000000111,0,19,10,5,29,13,12,0,7,0 | 19 | 10 | 5 | 29 | 13 | 12 | 0 | 7
6364,2449983610728808481,10001000000000000101110001110100000111000001010000000000100001,0,34,0,23,29,7,5,0,33,0 | 34 | 0 | 23 | 29 | 7 | 5 | 0 | 33
6365,2522070891815436295,10001100000000001100100001110100010101000000110000000000000111,0,35,0,50,29,21,3,0,7,0 | 35 | 0 | 50 | 29 | 21 | 3 | 0 | 7
6366,1297066470748782601,1001000000000000110110001010100111111000011010000000000001001,0,18,0,27,21,63,13,0,9,0 | 18 | 0 | 27 | 21 | 63 | 13 | 0 | 9
6367,504450497731297300,11100000000001010110000111000010100000010110000000000010100,0,7,0,43,14,20,11,0,20,0 | 7 | 0 | 43 | 14 | 20 | 11 | 0 | 20
6368,2233822902254960645,1111100000000001000100001100000100100000010100000000000000101,0,31,0,34,24,36,10,0,5,0 | 31 | 0 | 34 | 24 | 36 | 10 | 0 | 5
6369,1441200380066463771,1010000000000001011000001110000100000000001010000000000011011,0,20,0,44,28,32,5,0,27,0 | 20 | 0 | 44 | 28 | 32 | 5 | 0 | 27
6370,3940714182672408,1110000000000000111100000101000001010000000000011000,0,0,14,0,15,5,5,0,24,0 | 0 | 14 | 0 | 15 | 5 | 5 | 0 | 24
6371,1991404755025965,111000100110010110000001101000001110000000000101101,0,0,7,19,44,13,7,0,45,0 | 0 | 7 | 19 | 44 | 13 | 7 | 0 | 45
6372,2384104074648813570,10000100010110000010100000011000111101000000010000000000000010,0,33,22,10,6,61,1,0,2,0 | 33 | 22 | 10 | 6 | 61 | 1 | 0 | 2
6373,1807936938875879428,1100100010111000101010001000100101010000000010000000000000100,0,25,23,21,17,42,1,0,4,0 | 25 | 23 | 21 | 17 | 42 | 1 | 0 | 4
6374,288262395720957970,10000000000000111010001111100100011000011010000000000010010,0,4,0,29,31,35,13,0,18,0 | 4 | 0 | 29 | 31 | 35 | 13 | 0 | 18
6375,6623880544265,1100000011000111110000011000000000000001001,0,0,0,6,6,62,12,0,9,0 | 0 | 0 | 6 | 6 | 62 | 12 | 0 | 9
6376,55345861733581652004,110000000000010100000000000000001100000010000001010000000000100100,3,0,20,0,3,2,5,0,36,3 | 0 | 20 | 0 | 3 | 2 | 5 | 0 | 36
6377,7076560318496775,11001001001000001100000011000000001000000000000000111,0,0,25,36,24,24,4,0,7,0 | 0 | 25 | 36 | 24 | 24 | 4 | 0 | 7
6378,2455318368434454535,10001000010011000010110000110000011001000001110000000000000111,0,34,19,11,12,25,7,0,7,0 | 34 | 19 | 11 | 12 | 25 | 7 | 0 | 7
6379,2828094600839191,1010000011000010001100010110000100110000000000010111,0,0,10,12,35,22,19,0,23,0 | 0 | 10 | 12 | 35 | 22 | 19 | 0 | 23
6380,31972072423426,111010001010000010100000001010000000000000010,0,0,0,29,20,20,5,0,2,0 | 0 | 0 | 29 | 20 | 20 | 5 | 0 | 2
6381,3031804392207613969,10101000010011001000100000100000010010000000010000000000010001,0,42,19,34,8,18,1,0,17,0 | 42 | 19 | 34 | 8 | 18 | 1 | 0 | 17
6382,1585272605081665561,1011000000000000001010000100100000010000011010000000000011001,0,22,0,5,9,2,13,0,25,0 | 22 | 0 | 5 | 9 | 2 | 13 | 0 | 25
6383,144164740557111305,1000000000001011010001000101010110000010110000000000001001,0,2,0,45,17,86,11,0,9,0 | 2 | 0 | 45 | 17 | 86 | 11 | 0 | 9
6384,216172795905507355,1100000000000000000000001100110110000011010000000000011011,0,3,0,0,3,54,13,0,27,0 | 3 | 0 | 0 | 3 | 54 | 13 | 0 | 27
6385,1729390087021854721,1100000000000000001110001111100010111000001010000000000000001,0,24,0,7,31,23,5,0,1,0 | 24 | 0 | 7 | 31 | 23 | 5 | 0 | 1
6386,27535085862921,110010000101100000011000000110000000000001001,0,0,0,25,11,3,3,0,9,0 | 0 | 0 | 25 | 11 | 3 | 3 | 0 | 9
6387,3996776424865794,1110001100110000110000000111000011010000000000000010,0,0,14,51,12,7,13,0,2,0 | 0 | 14 | 51 | 12 | 7 | 13 | 0 | 2
6388,36395637080070,1000010001101000000101000001010000000000000110,0,0,0,33,26,5,5,0,6,0 | 0 | 0 | 33 | 26 | 5 | 5 | 0 | 6
6389,1125964332072968,100000000000000111100000000000010110000000000001000,0,0,4,0,15,0,11,0,8,0 | 0 | 4 | 0 | 15 | 0 | 11 | 0 | 8
6390,864696725033648689,110000000000000001010001011100001110000100110000001000110001,0,12,0,5,23,14,19,2,49,0 | 12 | 0 | 5 | 23 | 14 | 19 | 2 | 49
6391,3026465215148916740,10101000000000001010100001010000001010000001110000000000000100,0,42,0,42,20,10,7,0,4,0 | 42 | 0 | 42 | 20 | 10 | 7 | 0 | 4
6392,1801440010013048840,1100100000000000000000010010100001001000000010000000000001000,0,25,0,0,37,9,1,0,8,0 | 25 | 0 | 0 | 37 | 9 | 1 | 0 | 8
6393,4785164883132440,10001000000000001010100000101000011010000000000011000,0,0,17,0,21,5,13,0,24,0 | 0 | 17 | 0 | 21 | 5 | 13 | 0 | 24
6394,1806840687162033676,1100100010011001100000000100000101100000001000000011000001100,0,25,19,48,8,44,4,6,12,0 | 25 | 19 | 48 | 8 | 44 | 4 | 6 | 12
6395,4785169949327385,10001000000000001011000110011000001010000000000011001,0,0,17,0,22,51,5,0,25,0 | 0 | 17 | 0 | 22 | 51 | 5 | 0 | 25
6396,1369146106558873605,1001100000000001011110010000100111111000011010000000000000101,0,19,0,47,33,63,13,0,5,0 | 19 | 0 | 47 | 33 | 63 | 13 | 0 | 5
6397,1086221908795916293,111100010011000010010001001000101101000001110000000000000101,0,15,19,9,18,45,7,0,5,0 | 15 | 19 | 9 | 18 | 45 | 7 | 0 | 5
6398,131072763696809246727,1110001101100000000000000000010000100000101000010000000000000000111,7,27,0,0,33,5,8,0,7,7 | 27 | 0 | 0 | 33 | 5 | 8 | 0 | 7
6399,2522066403993911810,10001100000000001011100000100000101110000000010000001000000010,0,35,0,46,8,46,1,2,2,0 | 35 | 0 | 46 | 8 | 46 | 1 | 2 | 2
6400,129127231713387806729,1110000000000000000000101010001100100010010000010010000000000001001,7,0,0,21,25,18,9,0,9,7 | 0 | 0 | 21 | 25 | 18 | 9 | 0 | 9
6401,1369118489901596673,1001100000000000101100000001100111110000000010000000000000001,0,19,0,22,3,62,1,0,1,0 | 19 | 0 | 22 | 3 | 62 | 1 | 0 | 1
6402,72938432741244936,100000011001000010001111000111110000001000000000000001000,0,1,3,33,30,62,4,0,8,0 | 1 | 3 | 33 | 30 | 62 | 4 | 0 | 8
6403,146097767495041025,1000000111000010110010010100111110000001010000000000000001,0,2,7,11,37,62,5,0,1,0 | 2 | 7 | 11 | 37 | 62 | 5 | 0 | 1
6404,72108189004398626,100000000001011100000010000001111000000010000000000100010,0,1,0,46,4,15,1,0,34,0 | 1 | 0 | 46 | 4 | 15 | 1 | 0 | 34
6405,1801476293947490310,1100100000000001000010010010100001100000001110000000000000110,0,25,0,33,37,12,7,0,6,0 | 25 | 0 | 33 | 37 | 12 | 7 | 0 | 6
6406,1945569342003609611,1101100000000000011010000001000101100000001000000000000001011,0,27,0,13,2,44,4,0,11,0 | 27 | 0 | 13 | 2 | 44 | 4 | 0 | 11
6407,5657138722570270,10100000110010010001101000000000000010000000000011110,0,0,20,25,35,64,1,0,30,0 | 0 | 20 | 25 | 35 | 64 | 1 | 0 | 30
6408,94686524171001856028,1010010001000001010000111000001000000010101000000010000000000011100,5,34,10,28,16,21,1,0,28,5 | 34 | 10 | 28 | 16 | 21 | 1 | 0 | 28
6409,504409871551236104,11100000000000001100001101100001111000000110000100000001000,0,7,0,6,27,15,3,8,8,0 | 7 | 0 | 6 | 27 | 15 | 3 | 8 | 8
6410,1432699101315079,101000101110000100001000001000000010000000000000111,0,0,5,23,8,65,1,0,7,0 | 0 | 5 | 23 | 8 | 65 | 1 | 0 | 7
6411,2738213969700782083,10011000000000000101110001100100000111000001110000000000000011,0,38,0,23,25,7,7,0,3,0 | 38 | 0 | 23 | 25 | 7 | 7 | 0 | 3
6412,7086370661531680,11001001011010000010000111110000001110000000000100000,0,0,25,45,4,62,7,0,32,0 | 0 | 25 | 45 | 4 | 62 | 7 | 0 | 32
6413,76741344373125152779,1000010100100000000000001100001110101000010000011000000000000001011,4,41,0,6,29,66,12,0,11,4 | 41 | 0 | 6 | 29 | 66 | 12 | 0 | 11
6414,7646017767931906,11011001010100000001100111101000000010000000000000010,0,0,27,42,3,61,1,0,2,0 | 0 | 27 | 42 | 3 | 61 | 1 | 0 | 2
6415,1152973186317877252,1000000000000001011110000000100010110000001110000000000000100,0,16,0,47,1,22,7,0,4,0 | 16 | 0 | 47 | 1 | 22 | 7 | 0 | 4
6416,2738759254638002211,10011000000010000001110000100000010010000000110000000000100011,0,38,2,7,8,18,3,0,35,0 | 38 | 2 | 7 | 8 | 18 | 3 | 0 | 35
6417,864737347135143972,110000000000001010100000100100100000000000010000000000100100,0,12,0,42,9,32,1,0,36,0 | 12 | 0 | 42 | 9 | 32 | 1 | 0 | 36
6418,168182470742076620819,10010001111000000000001010100001001000101101000000010000000000010011,9,30,0,42,18,45,1,0,19,9 | 30 | 0 | 42 | 18 | 45 | 1 | 0 | 19
6419,3026418985060597762,10101000000000000000000000100001000010000010010000000000000010,0,42,0,0,8,66,9,0,2,0 | 42 | 0 | 0 | 8 | 66 | 9 | 0 | 2
6420,1441153118598922259,1010000000000000000010010000000110101000010010000000000010011,0,20,0,1,32,53,9,0,19,0 | 20 | 0 | 1 | 32 | 53 | 9 | 0 | 19
6421,37470737662501,1000100001010001010110000000100000001000100101,0,0,0,34,20,86,2,2,37,0 | 0 | 0 | 34 | 20 | 86 | 2 | 2 | 37
6422,2449958292651966468,10001000000000000000000001011000110100000010110000000000000100,0,34,0,0,22,52,11,0,4,0 | 34 | 0 | 0 | 22 | 52 | 11 | 0 | 4
6423,2018193205736047117,1110000000010000100000000011100011100000000010000001000001101,0,28,2,16,7,28,1,2,13,0 | 28 | 2 | 16 | 7 | 28 | 1 | 2 | 13
6424,864692263065026568,110000000000000000010000100000101100000001010000000000001000,0,12,0,1,8,44,5,0,8,0 | 12 | 0 | 1 | 8 | 44 | 5 | 0 | 8
6425,73788148443976368669,1000000000000000100001010100001000000111101000000010000001000011101,4,0,4,42,16,61,1,2,29,4 | 0 | 4 | 42 | 16 | 61 | 1 | 2 | 29
6426,3026455285117288964,10101000000000001000010000110000000110000001010000001000000100,0,42,0,33,12,6,5,2,4,0 | 42 | 0 | 33 | 12 | 6 | 5 | 2 | 4
6427,3098522762361438223,10101100000000001010100000100100100011000001000000000000001111,0,43,0,42,9,35,4,0,15,0 | 43 | 0 | 42 | 9 | 35 | 4 | 0 | 15
6428,2457018312078131201,10001000011001000101010010001100010010000011000000000000000001,0,34,25,21,35,18,12,0,1,0 | 34 | 25 | 21 | 35 | 18 | 12 | 0 | 1
6429,2255143698447,100000110100010001000010100000000000001111,0,0,0,2,13,17,10,0,15,0 | 0 | 0 | 2 | 13 | 17 | 10 | 0 | 15
6430,583227172932616202,100000011000000010100000011000010010000000010000000000001010,0,8,24,10,6,18,1,0,10,0 | 8 | 24 | 10 | 6 | 18 | 1 | 0 | 10
6431,37181754915886533154,100000010000000000001000010001100100111111000011010000101000100010,2,4,0,33,25,63,13,10,34,2 | 4 | 0 | 33 | 25 | 63 | 13 | 10 | 34
6432,6194683105968153,10110000000100000100000001110000001110000000000011001,0,0,22,2,8,14,7,0,25,0 | 0 | 22 | 2 | 8 | 14 | 7 | 0 | 25
6433,258542661767604011027,11100000010000000000000011010000111101010110000000010000000000010011,14,4,0,13,15,86,1,0,19,14 | 4 | 0 | 13 | 15 | 86 | 1 | 0 | 19
6434,3026418984288714778,10101000000000000000000000100000010100000001110000000000011010,0,42,0,0,8,20,7,0,26,0 | 42 | 0 | 0 | 8 | 20 | 7 | 0 | 26
6435,295872479100955,1000011010001100000101110000001000000000000011011,0,0,1,13,24,46,4,0,27,0 | 0 | 1 | 13 | 24 | 46 | 4 | 0 | 27
6436,110681031841964951054,1100000000000000010000001000000110000001010000001010000011000001110,6,0,2,4,12,10,5,6,14,6 | 0 | 2 | 4 | 12 | 10 | 5 | 6 | 14
6437,432345723359789060,11000000000000000000010010100001101000001010000000000000100,0,6,0,0,37,13,5,0,4,0 | 6 | 0 | 0 | 37 | 13 | 5 | 0 | 4
6438,295600433328881676,10000011010001011110000011100101000000001010000000000001100,0,4,26,47,7,40,5,0,12,0 | 4 | 26 | 47 | 7 | 40 | 5 | 0 | 12
6439,864740735378194466,110000000000001011010001111000000011000001110000000000100010,0,12,0,45,30,3,7,0,34,0 | 12 | 0 | 45 | 30 | 3 | 7 | 0 | 34
6440,216187197064282115,1100000000000011010001110000111110000000010000000000000011,0,3,0,13,28,62,1,0,3,0 | 3 | 0 | 13 | 28 | 62 | 1 | 0 | 3
6441,144129495183196164,1000000000000011010000001100100010000011010000000000000100,0,2,0,13,3,34,13,0,4,0 | 2 | 0 | 13 | 3 | 34 | 13 | 0 | 4
6442,7599868411510788,11011000000000000101001000001000000100000000000000100,0,0,27,0,10,65,2,0,4,0 | 0 | 27 | 0 | 10 | 65 | 2 | 0 | 4
6443,504403317313568783,11100000000000000000010010100001000000000010000000000001111,0,7,0,0,37,8,1,0,15,0 | 7 | 0 | 0 | 37 | 8 | 1 | 0 | 15
6444,4785109266137089,10001000000000000100000010010000001010000000000000001,0,0,17,0,8,18,5,0,1,0 | 0 | 17 | 0 | 8 | 18 | 5 | 0 | 1
6445,362260636606726155,10100000111000000100010000100110001000011010000000000001011,0,5,7,2,33,49,13,0,11,0 | 5 | 7 | 2 | 33 | 49 | 13 | 0 | 11
6446,2377945735825260575,10000100000000001010010000110000111111000001010000000000011111,0,33,0,41,12,63,5,0,31,0 | 33 | 0 | 41 | 12 | 63 | 5 | 0 | 31
6447,3968296747728897,1110000110010010010100010110000000110000000000000001,0,0,14,25,37,22,3,0,1,0 | 0 | 14 | 25 | 37 | 22 | 3 | 0 | 1
6448,288286563938009114,10000000000001100110001101000111101000010110000000000011010,0,4,0,51,26,61,11,0,26,0 | 4 | 0 | 51 | 26 | 61 | 11 | 0 | 26
6449,72070865990975523,100000000000011000001001000011110000011000000000000100011,0,1,0,12,18,30,12,0,35,0 | 1 | 0 | 12 | 18 | 30 | 12 | 0 | 35
6450,1970466856173570,111000000000010000100010001000000010000000000000010,0,0,7,0,33,17,1,0,2,0 | 0 | 7 | 0 | 33 | 17 | 1 | 0 | 2
6451,1008866914593735214,111000000000001101110001110100010110000000010000001000101110,0,14,0,55,29,22,1,2,46,0 | 14 | 0 | 55 | 29 | 22 | 1 | 2 | 46
6452,3096332739608628,1011000000000001100100100101000011010000000000110100,0,0,11,0,25,37,13,0,52,0 | 0 | 11 | 0 | 25 | 37 | 13 | 0 | 52
6453,2089670252953862161,1110100000000000000000000011000000101000001000000000000010001,0,29,0,0,6,5,4,0,17,0 | 29 | 0 | 0 | 6 | 5 | 4 | 0 | 17
6454,2743832504200659501,10011000010100000011010010000000001000000011010000001000101101,0,38,20,13,32,8,13,2,45,0 | 38 | 20 | 13 | 32 | 8 | 13 | 2 | 45
6455,504427455667372040,11100000000000101100001100100101110000000100000000000001000,0,7,0,22,25,46,2,0,8,0 | 7 | 0 | 22 | 25 | 46 | 2 | 0 | 8
6456,18879089707915280686,10000011000000000000000000001000001001011000001100000000100101110,1,6,0,0,16,75,6,1,46,1 | 6 | 0 | 0 | 16 | 75 | 6 | 1 | 46
6457,17381392391,10000001100000000110000000000000111,0,0,0,0,4,12,3,0,7,0 | 0 | 0 | 0 | 4 | 12 | 3 | 0 | 7
6458,1801453148620259349,1100100000000000011000001100000011011000001010000000000010101,0,25,0,12,24,27,5,0,21,0 | 25 | 0 | 12 | 24 | 27 | 5 | 0 | 21
6459,72057658597572609,100000000000000000000111100001000000011100000000000000001,0,1,0,0,15,8,14,0,1,0 | 1 | 0 | 0 | 15 | 8 | 14 | 0 | 1
6460,864691232390316064,110000000000000000000001100000110011000001010000000000100000,0,12,0,0,24,51,5,0,32,0 | 12 | 0 | 0 | 24 | 51 | 5 | 0 | 32
6461,2450005485115211804,10001000000000001010110000001000001110000011010000000000011100,0,34,0,43,2,14,13,0,28,0 | 34 | 0 | 43 | 2 | 14 | 13 | 0 | 28
6462,335644336827522157355,100100011001000000000001110100000011001010100000001010000101100101011,18,50,0,58,6,84,5,11,43,18 | 50 | 0 | 58 | 6 | 84 | 5 | 11 | 43
6463,432391877363695621,11000000000001010100001111100011110000001110000000000000101,0,6,0,42,31,30,7,0,5,0 | 6 | 0 | 42 | 31 | 30 | 7 | 0 | 5
6464,2161735522316255278,1111000000000000001110000000100010010000000010000000000101110,0,30,0,7,1,18,1,0,46,0 | 30 | 0 | 7 | 1 | 18 | 1 | 0 | 46
6465,18452097699055599622,10000000000010011000001010001100000001001000000110000000000000110,1,0,19,5,24,9,3,0,6,1 | 0 | 19 | 5 | 24 | 9 | 3 | 0 | 6
6466,3675796045084426253,11001100000011000011010000011100011110000010110000000000001101,0,51,3,13,7,30,11,0,13,0 | 51 | 3 | 13 | 7 | 30 | 11 | 0 | 13
6467,72057641987997715,100000000000000000000101100101010000011000000000000010011,0,1,0,0,11,42,12,0,19,0 | 1 | 0 | 0 | 11 | 42 | 12 | 0 | 19
6468,1158293800393703955,1000000010011000101100001001100010110000000010000001000010011,0,16,19,22,19,22,1,2,19,0 | 16 | 19 | 22 | 19 | 22 | 1 | 2 | 19
6469,2961687432267366403,10100100011010000001110000011100101000000010010000000000000011,0,41,26,7,7,40,9,0,3,0 | 41 | 26 | 7 | 7 | 40 | 9 | 0 | 3
6470,3107310357250079,1011000010100001010100010010000011010000000000011111,0,0,11,10,21,18,13,0,31,0 | 0 | 11 | 10 | 21 | 18 | 13 | 0 | 31
6471,4513603713564703,10000000010010001100101000010000000010000000000011111,0,0,16,9,25,66,1,0,31,0 | 0 | 16 | 9 | 25 | 66 | 1 | 0 | 31
6472,92599356393998057484,1010000010100010011000000000000011100100110000011010000000000001100,5,5,19,0,7,38,13,0,12,5 | 5 | 19 | 0 | 7 | 38 | 13 | 0 | 12
6473,2666139831868653573,10010100000000000010000000110100100000000011010000000000000101,0,37,0,8,13,32,13,0,5,0 | 37 | 0 | 8 | 13 | 32 | 13 | 0 | 5
6474,1945564986739195910,1101100000000000010010000110000100010000001110000000000000110,0,27,0,9,12,34,7,0,6,0 | 27 | 0 | 9 | 12 | 34 | 7 | 0 | 6
6475,576497096451555337,100000000000001000010000111000001000000010100000000000001001,0,8,0,33,14,8,10,0,9,0 | 8 | 0 | 33 | 14 | 8 | 10 | 0 | 9
6476,1729407649210236932,1100000000000000101110001100000011011000001010000000000000100,0,24,0,23,24,27,5,0,4,0 | 24 | 0 | 23 | 24 | 27 | 5 | 0 | 4
6477,1008806458718224389,111000000000000000000010000100011011000001010000000000000101,0,14,0,0,33,27,5,0,5,0 | 14 | 0 | 0 | 33 | 27 | 5 | 0 | 5
6478,1585289132937707530,1011000000000000101000001000100110011000010100000000000001010,0,22,0,20,17,51,10,0,10,0 | 22 | 0 | 20 | 17 | 51 | 10 | 0 | 10
6479,1441151885356761609,1010000000000000000000000000100010010000100110000001000001001,0,20,0,0,1,18,19,2,9,0 | 20 | 0 | 0 | 1 | 18 | 19 | 2 | 9
6480,258692116170655989776,11100000011000010011000001010000110000110010000010010000000000010000,14,6,19,5,12,50,9,0,16,14 | 6 | 19 | 5 | 12 | 50 | 9 | 0 | 16
6481,6220001854095367,10110000110010000111100001001000001000000000000000111,0,0,22,25,15,9,4,0,7,0 | 0 | 22 | 25 | 15 | 9 | 4 | 0 | 7
6482,1009369408956858384,111000000010000000000010000100101100000001010000000000010000,0,14,2,0,33,44,5,0,16,0 | 14 | 2 | 0 | 33 | 44 | 5 | 0 | 16
6483,2594127313579212825,10010000000000001100010000110000100100000001110000000000011001,0,36,0,49,12,36,7,0,25,0 | 36 | 0 | 49 | 12 | 36 | 7 | 0 | 25
6484,290217215960678426,10000000111000011110000010100110001000010100000000000011010,0,4,7,15,5,49,10,0,26,0 | 4 | 7 | 15 | 5 | 49 | 10 | 0 | 26
6485,1008820637026156578,111000000000000011010000011001000000000001110000000000100010,0,14,0,13,6,64,7,0,34,0 | 14 | 0 | 13 | 6 | 64 | 7 | 0 | 34
6486,20536461640073281540,10001110100000000001010110000111000001000000000010000000000000100,1,29,0,43,14,8,1,0,4,1 | 29 | 0 | 43 | 14 | 8 | 1 | 0 | 4
6487,864716559409807367,110000000000000101110010000100011011000001010000000000000111,0,12,0,23,33,27,5,0,7,0 | 12 | 0 | 23 | 33 | 27 | 5 | 0 | 7
6488,168188961172084295729,10010001111000010111001110010001010100101100000011010000100000110001,9,30,23,57,21,44,13,8,49,9 | 30 | 23 | 57 | 21 | 44 | 13 | 8 | 49
6489,7897951271780869,11100000011110010010100010100000000100000001000000101,0,0,28,15,37,20,2,2,5,0 | 0 | 28 | 15 | 37 | 20 | 2 | 2 | 5
6490,4543307355062273,10000001001000001110100101101000000010000000000000001,0,0,16,36,29,45,1,0,1,0 | 0 | 16 | 36 | 29 | 45 | 1 | 0 | 1
6491,144128490462248991,1000000000000011000001100100110100000001000000000000011111,0,2,0,12,25,52,4,0,31,0 | 2 | 0 | 12 | 25 | 52 | 4 | 0 | 31
6492,60503271473156,1101110000011100000100000000010000000000000100,0,0,0,55,7,4,1,0,4,0 | 0 | 0 | 55 | 7 | 4 | 1 | 0 | 4
6493,3103850016037470212,10101100010011000101110010010100001010000000010000000000000100,0,43,19,23,37,10,1,0,4,0 | 43 | 19 | 23 | 37 | 10 | 1 | 0 | 4
6494,1132647804043289,100000001100010001100011110000001000000000000011001,0,0,4,6,35,30,4,0,25,0 | 0 | 4 | 6 | 35 | 30 | 4 | 0 | 25
6495,576474071098327068,100000000000000011000001110100000110000010100000000000011100,0,8,0,12,29,6,10,0,28,0 | 8 | 0 | 12 | 29 | 6 | 10 | 0 | 28
6496,504408720617701382,11100000000000001010000111100010110000001110000000000000110,0,7,0,5,15,22,7,0,6,0 | 7 | 0 | 5 | 15 | 22 | 7 | 0 | 6
6497,1011635386172309508,111000001010000011010000011000011011000001000000000000000100,0,14,10,13,6,27,4,0,4,0 | 14 | 10 | 13 | 6 | 27 | 4 | 0 | 4
6498,55074668150819,1100100001011100010010000010000000000000100011,0,0,0,50,23,18,8,0,35,0 | 0 | 0 | 50 | 23 | 18 | 8 | 0 | 35
6499,1369119717793136648,1001100000000000101110010000100100010000010110000000000001000,0,19,0,23,33,34,11,0,8,0 | 19 | 0 | 23 | 33 | 34 | 11 | 0 | 8
6500,1369130721800683546,1001100000000001000010010001100110100000000010000000000011010,0,19,0,33,35,52,1,0,26,0 | 19 | 0 | 33 | 35 | 52 | 1 | 0 | 26
6501,18450692480229244932,10000000000001110000001110000111000001000000010010000000000000100,1,0,14,7,14,8,9,0,4,1 | 0 | 14 | 7 | 14 | 8 | 9 | 0 | 4
6502,51694445068323,1011110000010000001101000010010000000000100011,0,0,0,47,4,13,9,0,35,0 | 0 | 0 | 47 | 4 | 13 | 9 | 0 | 35
6503,56351917218468266516,110000111000001010001110100010010100011011000001010000001000010100,3,14,10,58,37,27,5,2,20,3 | 14 | 10 | 58 | 37 | 27 | 5 | 2 | 20
6504,281531332034561,1000000000000110100011111000010100000000000000001,0,0,1,0,13,31,10,0,1,0 | 0 | 1 | 0 | 13 | 31 | 10 | 0 | 1
6505,1729439543923507211,1100000000000001101000001101000101100000100110000000000001011,0,24,0,52,26,44,19,0,11,0 | 24 | 0 | 52 | 26 | 44 | 19 | 0 | 11
6506,2959756766587584529,10100100010011001010110001100100000110000000110000000000010001,0,41,19,43,25,6,3,0,17,0 | 41 | 19 | 43 | 25 | 6 | 3 | 0 | 17
6507,1080915716666097668,111100000000001011110001111000001100000001010000000000000100,0,15,0,47,30,12,5,0,4,0 | 15 | 0 | 47 | 30 | 12 | 5 | 0 | 4
6508,504410979569041418,11100000000000001110001110100001010000001010000000000001010,0,7,0,7,29,10,5,0,10,0 | 7 | 0 | 7 | 29 | 10 | 5 | 0 | 10
6509,258260611685091966986,11100000000000010110000000100000000100010101000000010000000000001010,14,0,22,2,1,21,1,0,10,14 | 0 | 22 | 2 | 1 | 21 | 1 | 0 | 10
6510,168110394404566925324,10010001110100000000000110010000011000011111000001110000000000001100,9,29,0,25,6,31,7,0,12,9 | 29 | 0 | 25 | 6 | 31 | 7 | 0 | 12
6511,3992387102507054,1110001011110000111000001111000011010000000000101110,0,0,14,47,14,15,13,0,46,0 | 0 | 14 | 47 | 14 | 15 | 13 | 0 | 46
6512,3099047264237191188,10101100000010000001110001000100111111000000010000000000010100,0,43,2,7,17,63,1,0,20,0 | 43 | 2 | 7 | 17 | 63 | 1 | 0 | 20
6513,2889097743337521690,10100000011000001000110001011100101001000001000000001000011010,0,40,24,35,23,41,4,2,26,0 | 40 | 24 | 35 | 23 | 41 | 4 | 2 | 26
6514,52043382811,110000011110000001110000000000011011,0,0,0,0,12,30,7,0,27,0 | 0 | 0 | 0 | 12 | 30 | 7 | 0 | 27
6515,360313410372173831,10100000000000101110010001101000001000010110000000000000111,0,5,0,23,35,65,11,0,7,0 | 5 | 0 | 23 | 35 | 65 | 11 | 0 | 7
6516,2377906135740514315,10000100000000000001010000100000100010000010010000000000001011,0,33,0,5,8,34,9,0,11,0 | 33 | 0 | 5 | 8 | 34 | 9 | 0 | 11
6517,60529393598473,1101110000110100011001000000010000000000001001,0,0,0,55,13,25,1,0,9,0 | 0 | 0 | 55 | 13 | 25 | 1 | 0 | 9
6518,4549930329047042,10000001010100010001100110101000001000000000000000010,0,0,16,42,35,53,4,0,2,0 | 0 | 16 | 42 | 35 | 53 | 4 | 0 | 2
6519,2596912466122309640,10010000001010000101100010000100000000000000010000000000001000,0,36,10,22,33,0,1,0,8,0 | 36 | 10 | 22 | 33 | 0 | 1 | 0 | 8
6520,2305883851501010976,10000000000000001001010010010101010110000001110000000000100000,0,32,0,37,37,86,7,0,32,0 | 32 | 0 | 37 | 37 | 86 | 7 | 0 | 32
6521,360324336768974852,10100000000001000010001001101000001000010110000000000000100,0,5,0,33,19,65,11,0,4,0 | 5 | 0 | 33 | 19 | 65 | 11 | 0 | 4
6522,223262575058747404,1100011001001100000010000100001110000001000000000000001100,0,3,25,48,33,14,4,0,12,0 | 3 | 25 | 48 | 33 | 14 | 4 | 0 | 12
6523,1159716538157957124,1000000011000001001000000110000001001000011010000000000000100,0,16,24,36,12,9,13,0,4,0 | 16 | 24 | 36 | 12 | 9 | 13 | 0 | 4
6524,2161758680964464666,1111000000000000111000001000100011101000000010000000000011010,0,30,0,28,17,29,1,0,26,0 | 30 | 0 | 28 | 17 | 29 | 1 | 0 | 26
6525,2449958331507343385,10001000000000000000000001111101000000000000010000000000011001,0,34,0,0,31,64,1,0,25,0 | 34 | 0 | 0 | 31 | 64 | 1 | 0 | 25
6526,2954405529831212593,10100100000000001010000010110100100000000010100000011000110001,0,41,0,40,45,32,10,6,49,0 | 41 | 0 | 40 | 45 | 32 | 10 | 6 | 49
6527,3944051859718162,1110000000110001100000100010000100110000000000010010,0,0,14,3,24,34,19,0,18,0 | 0 | 14 | 3 | 24 | 34 | 19 | 0 | 18
