Croc,DNA,Binary DNA,A1,A2,A3,A4,A5,A6,A7,A8,A9,Attr List
171,2455354704478339073,10001000010011001011000001100000111110000001000000000000000001,0,34,19,44,24,62,4,0,1,0 | 34 | 19 | 44 | 24 | 62 | 4 | 0 | 1
172,7318500340334641,11010000000000010001100100101000100110000000000110001,0,0,26,0,35,37,19,0,49,0 | 0 | 26 | 0 | 35 | 37 | 19 | 0 | 49
173,56131984621569,1100110000110100111111000000010000000000000001,0,0,0,51,13,63,1,0,1,0 | 0 | 0 | 51 | 13 | 63 | 1 | 0 | 1
174,2671509894439698434,10010100010011000111000001100001000000000001010000000000000010,0,37,19,28,24,64,5,0,2,0 | 37 | 19 | 28 | 24 | 64 | 5 | 0 | 2
175,8504736433176586,11110001101110000001101000010000000100000000000001010,0,0,30,55,3,66,2,0,10,0 | 0 | 30 | 55 | 3 | 66 | 2 | 0 | 10
176,72063199507185685,100000000000001010001100100100000000000010000000000010101,0,1,0,5,25,32,1,0,21,0 | 1 | 0 | 5 | 25 | 32 | 1 | 0 | 21
177,18662923518761041923,10000001100000000000001100000111101010110000010010000000000000011,1,3,0,6,15,86,9,0,3,1 | 3 | 0 | 6 | 15 | 86 | 9 | 0 | 3
178,2744384480512049161,10011000010110000000110010010100001000000001000000000000001001,0,38,22,3,37,8,4,0,9,0 | 38 | 22 | 3 | 37 | 8 | 4 | 0 | 9
179,2233785462588440590,1111100000000000000000000101100001010000001000000000000001110,0,31,0,0,11,10,4,0,14,0 | 31 | 0 | 0 | 11 | 10 | 4 | 0 | 14
180,1008816319744770060,111000000000000010010001100100001110000000010000000000001100,0,14,0,9,25,14,1,0,12,0 | 14 | 0 | 9 | 25 | 14 | 1 | 0 | 12
181,2954361484774014979,10100100000000000000000001111000010110000011010000000000000011,0,41,0,0,30,22,13,0,3,0 | 41 | 0 | 0 | 30 | 22 | 13 | 0 | 3
182,360328686815215641,10100000000001001010000100000010100000000010000000000011001,0,5,0,37,8,20,1,0,25,0 | 5 | 0 | 37 | 8 | 20 | 1 | 0 | 25
183,2161753217984233525,1111000000000000101110001100100101010000000100000000000110101,0,30,0,23,25,42,2,0,53,0 | 30 | 0 | 23 | 25 | 42 | 2 | 0 | 53
184,433194413108559877,11000000011000001000000011000001000000001010000000000000101,0,6,3,4,6,8,5,0,5,0 | 6 | 3 | 4 | 6 | 8 | 5 | 0 | 5
185,2256211047153676,1000000001000000001100010010000000010000000000001100,0,0,8,4,3,18,1,0,12,0 | 0 | 8 | 4 | 3 | 18 | 1 | 0 | 12
186,55340267432361394181,110000000000000000001000000000011001000001000001010000000000000101,3,0,0,32,6,65,5,0,5,3 | 0 | 0 | 32 | 6 | 65 | 5 | 0 | 5
187,2837844175421445,1010000101010000000100010110000000010000000000000101,0,0,10,21,1,22,1,0,5,0 | 0 | 10 | 21 | 1 | 22 | 1 | 0 | 5
188,850047579455520,11000001010001110100100000000001000000000000100000,0,0,3,5,29,32,4,0,32,0 | 0 | 3 | 5 | 29 | 32 | 4 | 0 | 32
189,261929373145327796274,11100011001100000000000100010001110101001000000000010000000000110010,14,51,0,17,29,72,1,0,50,14 | 51 | 0 | 17 | 29 | 72 | 1 | 0 | 50
190,2017612766424137737,1110000000000000000000001111100001101000000010000000000001001,0,28,0,0,31,13,1,0,9,0 | 28 | 0 | 0 | 31 | 13 | 1 | 0 | 9
191,2305881561377931281,10000000000000001000110001000000100000000011100000000000010001,0,32,0,35,16,32,14,0,17,0 | 32 | 0 | 35 | 16 | 32 | 14 | 0 | 17
192,276701175438453309959,11110000000000000000000011010000100100011110000011010000001000000111,15,0,0,13,9,30,13,2,7,15 | 0 | 0 | 13 | 9 | 30 | 13 | 2 | 7
193,2522043408185557011,10001100000000000110010001111000001101000001000000000000010011,0,35,0,25,30,13,4,0,19,0 | 35 | 0 | 25 | 30 | 13 | 4 | 0 | 19
194,223493468189425689,1100011010000000100010000000001101000011010000000000011001,0,3,26,2,32,13,13,0,25,0 | 3 | 26 | 2 | 32 | 13 | 13 | 0 | 25
195,1729382450855411719,1100000000000000000000010110100101000000010000000000000000111,0,24,0,0,45,40,8,0,7,0 | 24 | 0 | 0 | 45 | 40 | 8 | 0 | 7
196,2380158004776863754,10000100001000000001010001100001000000000001110000100000001010,0,33,8,5,24,64,7,8,10,0 | 33 | 8 | 5 | 24 | 64 | 7 | 8 | 10
197,130784583898208993537,1110001011100000000001011100010000100000110000001010000000100000001,7,23,0,46,33,6,5,1,1,7 | 23 | 0 | 46 | 33 | 6 | 5 | 1 | 1
198,72059810979315713,100000000000000100000010000101100000000010000000000000001,0,1,0,2,4,44,1,0,1,0 | 1 | 0 | 2 | 4 | 44 | 1 | 0 | 1
199,2017649059082600449,1110000000000001000010010000100011000000001010000000000000001,0,28,0,33,33,24,5,0,1,0 | 28 | 0 | 33 | 33 | 24 | 5 | 0 | 1
200,1984700344434691,111000011010001001100001111000001000000000000000011,0,0,7,13,19,15,4,0,3,0 | 0 | 7 | 13 | 19 | 15 | 4 | 0 | 3
201,1164408718098435,100001000110000011000001000000001000000000000000011,0,0,4,35,6,8,4,0,3,0 | 0 | 4 | 35 | 6 | 8 | 4 | 0 | 3
202,1369096521160851473,1001100000000000000100000100000111111000001000000000000010001,0,19,0,2,8,63,4,0,17,0 | 19 | 0 | 2 | 8 | 63 | 4 | 0 | 17
203,7036939362435083,11001000000000000111100011111000000010000000000001011,0,0,25,0,15,31,1,0,11,0 | 0 | 25 | 0 | 15 | 31 | 1 | 0 | 11
204,2161753141077409799,1111000000000000101110000011101000010000000010000000000000111,0,30,0,23,7,66,1,0,7,0 | 30 | 0 | 23 | 7 | 66 | 1 | 0 | 7
205,2820440767201307,1010000001010010110100001010000010100000000000011011,0,0,10,5,45,10,10,0,27,0 | 0 | 10 | 5 | 45 | 10 | 10 | 0 | 27
206,25422649688072,101110001111100101100000000010000000000001000,0,0,0,23,31,44,1,0,8,0 | 0 | 0 | 23 | 31 | 44 | 1 | 0 | 8
207,7088659492962311,11001001011110001100100100111000000110000000000000111,0,0,25,47,25,39,3,0,7,0 | 0 | 25 | 47 | 25 | 39 | 3 | 0 | 7
208,1945582604728403975,1101100000000000110010001001000100100000001000000100000000111,0,27,0,25,18,36,4,8,7,0 | 27 | 0 | 25 | 18 | 36 | 4 | 8 | 7
209,7375580874735643,11010001101000000110100111110000011010000000000011011,0,0,26,52,13,62,13,0,27,0 | 0 | 26 | 52 | 13 | 62 | 13 | 0 | 27
210,293062755609804802,10000010001001010110000011000000101000001010000000000000010,0,4,17,43,6,5,5,0,2,0 | 4 | 17 | 43 | 6 | 5 | 5 | 0 | 2
211,2161727916449529873,1111000000000000000000001011000110001000001010000000000010001,0,30,0,0,22,49,5,0,17,0 | 30 | 0 | 0 | 22 | 49 | 5 | 0 | 17
212,2449994486056157212,10001000000000001000010000000100100011000010110000000000011100,0,34,0,33,1,35,11,0,28,0 | 34 | 0 | 33 | 1 | 35 | 11 | 0 | 28
213,296728651847237650,10000011110001100010010001100000000000010010000000000010010,0,4,30,49,35,0,9,0,18,0 | 4 | 30 | 49 | 35 | 0 | 9 | 0 | 18
214,258256387459968204804,11100000000000000111000000000001100000000111000011010000000000000100,14,0,7,0,24,7,13,0,4,14 | 0 | 7 | 0 | 24 | 7 | 13 | 0 | 4
215,1369094429126098959,1001100000000000000000010000100101000000001110000000000001111,0,19,0,0,33,40,7,0,15,0 | 19 | 0 | 0 | 33 | 40 | 7 | 0 | 15
216,1729432860349431839,1100000000000001011100000011000001000000001000000000000011111,0,24,0,46,6,8,4,0,31,0 | 24 | 0 | 46 | 6 | 8 | 4 | 0 | 31
217,2522020293308973083,10001100000000000001000001100000110011000000100000000000011011,0,35,0,4,24,51,2,0,27,0 | 35 | 0 | 4 | 24 | 51 | 2 | 0 | 27
218,288257911472521217,10000000000000110010000101100010001000001000000000000000001,0,4,0,25,11,17,4,0,1,0 | 4 | 0 | 25 | 11 | 17 | 4 | 0 | 1
219,21329050133202010120,10010100000000000000000100001011100001010000000010000000000001000,1,40,0,2,23,10,1,0,8,1 | 40 | 0 | 2 | 23 | 10 | 1 | 0 | 8
220,55556419353533809177,110000001100000000000011010000110100110000000001010000001000011001,3,3,0,13,13,48,5,2,25,3 | 3 | 0 | 13 | 13 | 48 | 5 | 2 | 25
221,1008857027461840920,111000000000001011100001111100001111000001010000000000011000,0,14,0,46,31,15,5,0,24,0 | 14 | 0 | 46 | 31 | 15 | 5 | 0 | 24
222,2089711033953353738,1110100000000001001010001110100010110000000010000000000001010,0,29,0,37,29,22,1,0,10,0 | 29 | 0 | 37 | 29 | 22 | 1 | 0 | 10
223,2882316007140556801,10100000000000000010110010001100101000000010010000000000000001,0,40,0,11,35,40,9,0,1,0 | 40 | 0 | 11 | 35 | 40 | 9 | 0 | 1
224,1415149026344964,101000001110001001000001111000001010000000000000100,0,0,5,7,18,15,5,0,4,0 | 0 | 5 | 7 | 18 | 15 | 5 | 0 | 4
225,57213259546636,1101000000100100000000000000110000000000001100,0,0,0,52,9,0,3,0,12,0 | 0 | 0 | 52 | 9 | 0 | 3 | 0 | 12
226,216173954757361689,1100000000000000010001000100000111000000010000000000011001,0,3,0,1,17,7,1,0,25,0 | 3 | 0 | 1 | 17 | 7 | 1 | 0 | 25
227,4833518648360985,10001001011000000111101000010000011010000000000011001,0,0,17,44,15,66,13,0,25,0 | 0 | 17 | 44 | 15 | 66 | 13 | 0 | 25
228,259268603383849746443,11100000111000010011000111010001110100011010000000010000000000001011,14,14,19,29,29,26,1,0,11,14 | 14 | 19 | 29 | 29 | 26 | 1 | 0 | 11
229,504454844976922634,11100000000001011110000001001000000000100110000000000001010,0,7,0,47,2,64,19,0,10,0 | 7 | 0 | 47 | 2 | 64 | 19 | 0 | 10
230,144120823912136728,1000000000000001010010000000110010000001010000000000011000,0,2,0,5,32,50,5,0,24,0 | 2 | 0 | 5 | 32 | 50 | 5 | 0 | 24
231,2817091564929033,1010000000100010000100111110000001110000000000001001,0,0,10,2,33,62,7,0,9,0 | 0 | 10 | 2 | 33 | 62 | 7 | 0 | 9
232,18742340108858228745,10000010000011010001010110000011100100000000011010000000000001001,1,4,26,43,7,32,13,0,9,1 | 4 | 26 | 43 | 7 | 32 | 13 | 0 | 9
233,3171718325936261163,10110000000100001101010000001101010001000001110000100000101011,0,44,4,53,3,81,7,8,43,0 | 44 | 4 | 53 | 3 | 81 | 7 | 8 | 43
234,31894830448644,111010000001000011000000010100000000000000100,0,0,0,29,2,24,10,0,4,0 | 0 | 0 | 29 | 2 | 24 | 10 | 0 | 4
235,3098476578779955718,10101100000000000000000000100000101111000011000000001000000110,0,43,0,0,8,47,12,2,6,0 | 43 | 0 | 0 | 8 | 47 | 12 | 2 | 6
236,1441152005312807444,1010000000000000000000001110100000000000000110000001000010100,0,20,0,0,29,0,3,2,20,0 | 20 | 0 | 0 | 29 | 0 | 3 | 2 | 20
237,1945610079869468695,1101100000000001100100000111100110010000010100000000000010111,0,27,0,50,15,50,10,0,23,0 | 27 | 0 | 50 | 15 | 50 | 10 | 0 | 23
238,350488168337332568067,100110000000000000000000111000010001100001100000001010000000000000011,19,0,0,28,35,12,5,0,3,19 | 0 | 0 | 28 | 35 | 12 | 5 | 0 | 3
239,432355469160808455,11000000000000010010000001000101100000001110000000000000111,0,6,0,9,2,44,7,0,7,0 | 6 | 0 | 9 | 2 | 44 | 7 | 0 | 7
240,292770290030280707,10000010000001000010000011100010010000010110000000000000011,0,4,16,33,7,18,11,0,3,0 | 4 | 16 | 33 | 7 | 18 | 11 | 0 | 3
241,350494634509381337095,100110000000000010111000101010001011000001100000010110000000000000111,19,0,23,21,22,12,11,0,7,19 | 0 | 23 | 21 | 22 | 12 | 11 | 0 | 7
242,1173192077017090,100001010110000001100010001000000010000000000000010,0,0,4,43,3,17,1,0,2,0 | 0 | 4 | 43 | 3 | 17 | 1 | 0 | 2
243,2738195205038866443,10011000000000000001100000100000001010000001010000000000001011,0,38,0,6,8,10,5,0,11,0 | 38 | 0 | 6 | 8 | 10 | 5 | 0 | 11
244,1374497446847119882,1001100010011001100100010010101000000000000010000001000001010,0,19,19,50,37,64,1,2,10,0 | 19 | 19 | 50 | 37 | 64 | 1 | 2 | 10
245,2954414171791360002,10100100000000001100000000100100111101000000010000000000000010,0,41,0,48,9,61,1,0,2,0 | 41 | 0 | 48 | 9 | 61 | 1 | 0 | 2
246,1011621174445277187,111000001010000000000001100100101110000100110000000000000011,0,14,10,0,25,46,19,0,3,0 | 14 | 10 | 0 | 25 | 46 | 19 | 0 | 3
247,166021265115428028424,10010000000000000010000001010000000100001110000010100000000000001000,9,0,2,5,1,14,10,0,8,9 | 0 | 2 | 5 | 1 | 14 | 10 | 0 | 8
248,369368651099283915272,101000000011000000101000011110010110100000010000001000000001000001000,20,6,5,15,45,2,4,2,8,20 | 6 | 5 | 15 | 45 | 2 | 4 | 2 | 8
249,1585296781804306458,1011000000000000110110000011000010111000001000000000000011010,0,22,0,27,6,23,4,0,26,0 | 22 | 0 | 27 | 6 | 23 | 4 | 0 | 26
250,360326474739810315,10100000000001000110000010100001010000010010000000000001011,0,5,0,35,5,10,9,0,11,0 | 5 | 0 | 35 | 5 | 10 | 9 | 0 | 11
251,1945580487342882827,1101100000000000101110010010100100110000000010000000000001011,0,27,0,23,37,38,1,0,11,0 | 27 | 0 | 23 | 37 | 38 | 1 | 0 | 11
252,1008808524933169180,111000000000000000100000001000101111000001110000000000011100,0,14,0,2,2,47,7,0,28,0 | 14 | 0 | 2 | 2 | 47 | 7 | 0 | 28
253,864704465419173908,110000000000000011000010000101000001000000010000000000010100,0,12,0,12,33,65,1,0,20,0 | 12 | 0 | 12 | 33 | 65 | 1 | 0 | 20
254,7364653470515211,11010001010100001110100000010000000010000000000001011,0,0,26,42,29,2,1,0,11,0 | 0 | 26 | 42 | 29 | 2 | 1 | 0 | 11
255,34427109380,100000000100000001000000000000000100,0,0,0,0,8,4,4,0,4,0 | 0 | 0 | 0 | 8 | 4 | 4 | 0 | 4
256,864727468911689731,110000000000001000010000110100101100000000010000000000000011,0,12,0,33,13,44,1,0,3,0 | 12 | 0 | 33 | 13 | 44 | 1 | 0 | 3
257,2882326864465231874,10100000000000000101010000001100010011000001000000000000000010,0,40,0,21,3,19,4,0,2,0 | 40 | 0 | 21 | 3 | 19 | 4 | 0 | 2
258,1585303512068194307,1011000000000001000010010010100011010000000010000000000000011,0,22,0,33,37,26,1,0,3,0 | 22 | 0 | 33 | 37 | 26 | 1 | 0 | 3
259,258259534228507656214,11100000000000010010001011100001000000101100000010010000000000010110,14,0,18,46,16,44,9,0,22,14 | 0 | 18 | 46 | 16 | 44 | 9 | 0 | 22
260,144140507747385354,1000000000000101110000011100110010000001110000000000001010,0,2,0,23,7,50,7,0,10,0 | 2 | 0 | 23 | 7 | 50 | 7 | 0 | 10
261,168614795394141978650,10010010010000000000000101110000110100101111000000010000000000011010,9,36,0,23,13,47,1,0,26,9 | 36 | 0 | 23 | 13 | 47 | 1 | 0 | 26
262,2168775824018046990,1111000011001000010100001111100001100000011010000000000001110,0,30,25,10,31,12,13,0,14,0 | 30 | 25 | 10 | 31 | 12 | 13 | 0 | 14
263,6217858799697929,10110000101110001110000010001000001010000000000001001,0,0,22,23,28,17,5,0,9,0 | 0 | 22 | 23 | 28 | 17 | 5 | 0 | 9
264,1441152001303314434,1010000000000000000000001110000010001000001110000000000000010,0,20,0,0,28,17,7,0,2,0 | 20 | 0 | 0 | 28 | 17 | 7 | 0 | 2
265,2377906247342424093,10000100000000000001010010001000011110000001110000000000011101,0,33,0,5,34,30,7,0,29,0 | 33 | 0 | 5 | 34 | 30 | 7 | 0 | 29
266,1801447612709339137,1100100000000000001110000111100101101000001000000000000000001,0,25,0,7,15,45,4,0,1,0 | 25 | 0 | 7 | 15 | 45 | 4 | 0 | 1
267,14328161959950,11010000100000001001000000010000000000001110,0,0,0,13,8,9,1,0,14,0 | 0 | 0 | 13 | 8 | 9 | 1 | 0 | 14
268,576474075460206593,100000000000000011000001111000001010000001110000000000000001,0,8,0,12,30,10,7,0,1,0 | 8 | 0 | 12 | 30 | 10 | 7 | 0 | 1
269,2096758938217086981,1110100011001001011110010010100101100000011100000000000000101,0,29,25,47,37,44,14,0,5,0 | 29 | 25 | 47 | 37 | 44 | 14 | 0 | 5
270,288282092239454243,10000000000001011110000100100010111000010100000000000100011,0,4,0,47,9,23,10,0,35,0 | 4 | 0 | 47 | 9 | 23 | 10 | 0 | 35
271,202989914847030083599,10110000000100001101000011000001000100010100000001010000000000001111,11,1,13,12,17,20,5,0,15,11 | 1 | 13 | 12 | 17 | 20 | 5 | 0 | 15
272,1592311665905696803,1011000011001000001110000011000010010000001010000000000100011,0,22,25,7,6,18,5,0,35,0 | 22 | 25 | 7 | 6 | 18 | 5 | 0 | 35
273,3953861765431308,1110000011000000010000101110000001010000000000001100,0,0,14,12,4,46,5,0,12,0 | 0 | 14 | 12 | 4 | 46 | 5 | 0 | 12
274,2594073419775541252,10010000000000000000000000100000000011000000010000000000000100,0,36,0,0,8,3,1,0,4,0 | 36 | 0 | 0 | 8 | 3 | 1 | 0 | 4
275,3096302556610568,1011000000000001001000011110000000010000000000001000,0,0,11,0,18,30,1,0,8,0 | 0 | 11 | 0 | 18 | 30 | 1 | 0 | 8
276,149468848000008227,1000010011000001010010000000010110000001110000000000100011,0,2,19,5,32,22,7,0,35,0 | 2 | 19 | 5 | 32 | 22 | 7 | 0 | 35
277,2954368094476371461,10100100000000000001100010000100000111000000110000011000000101,0,41,0,6,33,7,3,6,5,0 | 41 | 0 | 6 | 33 | 7 | 3 | 6 | 5
278,3027263387458797579,10101000000011000000000000001100000011000001110000000000001011,0,42,3,0,3,3,7,0,11,0 | 42 | 3 | 0 | 3 | 3 | 7 | 0 | 11
279,2016569203425306,111001010100000111100011011000010010000000000011010,0,0,7,42,15,27,9,0,26,0 | 0 | 7 | 42 | 15 | 27 | 9 | 0 | 26
280,720622146006876184,101000000000001010100000011000010110000001010000000000011000,0,10,0,42,6,22,5,0,24,0 | 10 | 0 | 42 | 6 | 22 | 5 | 0 | 24
281,4785169932484609,10001000000000001011000110010000001000000000000000001,0,0,17,0,22,50,4,0,1,0 | 0 | 17 | 0 | 22 | 50 | 4 | 0 | 1
282,648542561618886676,100100000000000101100000011000001111000001000000000000010100,0,9,0,22,6,15,4,0,20,0 | 9 | 0 | 22 | 6 | 15 | 4 | 0 | 20
283,2266119772110856,1000000011010000011000100000000010010000000000001000,0,0,8,13,6,32,9,0,8,0 | 0 | 8 | 13 | 6 | 32 | 9 | 0 | 8
284,19599702021953093644,10001000000000000001000010010010100110010000001010000000000001100,1,16,0,33,37,50,5,0,12,1 | 16 | 0 | 33 | 37 | 50 | 5 | 0 | 12
285,614722026340881,10001011110001011000100000000001000000001000010001,0,0,2,47,22,32,4,2,17,0 | 0 | 2 | 47 | 22 | 32 | 4 | 2 | 17
286,7625126208995339,11011000101110000001100001011000011100000000000001011,0,0,27,23,3,11,14,0,11,0 | 0 | 27 | 23 | 3 | 11 | 14 | 0 | 11
287,371889299047328251929,101000010100100000000001100110010000100101101000001000000000000011001,20,41,0,51,33,45,4,0,25,20 | 41 | 0 | 51 | 33 | 45 | 4 | 0 | 25
288,6203534932901924,10110000010100001010100001000000001110000000000100100,0,0,22,10,21,8,7,0,36,0 | 0 | 22 | 10 | 21 | 8 | 7 | 0 | 36
289,2089697741114310684,1110100000000000110010000011000011011000011100000000000011100,0,29,0,25,6,27,14,0,28,0 | 29 | 0 | 25 | 6 | 27 | 14 | 0 | 28
290,99875094536,1011101000001000001010000000000001000,0,0,0,0,23,65,5,0,8,0 | 0 | 0 | 0 | 23 | 65 | 5 | 0 | 8
291,2666144269055885317,10010100000000000011000001011000111101000001010000000000000101,0,37,0,12,22,61,5,0,5,0 | 37 | 0 | 12 | 22 | 61 | 5 | 0 | 5
292,1369094385538760708,1001100000000000000000001011100000010000001010000000000000100,0,19,0,0,23,2,5,0,4,0 | 19 | 0 | 0 | 23 | 2 | 5 | 0 | 4
293,2161727972217585667,1111000000000000000000010001100101101000011100000000000000011,0,30,0,0,35,45,14,0,3,0 | 30 | 0 | 0 | 35 | 45 | 14 | 0 | 3
294,5081002885185546,10010000011010010010100101100000100110000000000001010,0,0,18,13,37,44,19,0,10,0 | 0 | 18 | 13 | 37 | 44 | 19 | 0 | 10
295,2954385613983711267,10100100000000000101100001000000011011000001100000000000100011,0,41,0,22,16,27,6,0,35,0 | 41 | 0 | 22 | 16 | 27 | 6 | 0 | 35
296,51716070440970,1011110000100100010110000000100000000000001010,0,0,0,47,9,22,2,0,10,0 | 0 | 0 | 47 | 9 | 22 | 2 | 0 | 10
297,242985588134747832366,11010010110000011010001110010000010000000111000001000000000000101110,13,44,26,57,4,7,4,0,46,13 | 44 | 26 | 57 | 4 | 7 | 4 | 0 | 46
298,432351109919604752,11000000000000001010000101100110101000000010000000000010000,0,6,0,5,11,53,1,0,16,0 | 6 | 0 | 5 | 11 | 53 | 1 | 0 | 16
299,55772577849864814593,110000011000000000000000000000111100000101000000110000000000000001,3,6,0,0,15,5,3,0,1,3 | 6 | 0 | 0 | 15 | 5 | 3 | 0 | 1
300,5379967018074161,10011000111010000110100101111000001000000000000110001,0,0,19,29,13,47,4,0,49,0 | 0 | 19 | 29 | 13 | 47 | 4 | 0 | 49
301,2163990633835200530,1111000001000000010100000010000100011000001010000000000010010,0,30,8,10,4,35,5,0,18,0 | 30 | 8 | 10 | 4 | 35 | 5 | 0 | 18
302,55484352937600024608,110000001000000000000001010000011100101110000011010000000000100000,3,2,0,5,7,46,13,0,32,3 | 2 | 0 | 5 | 7 | 46 | 13 | 0 | 32
303,130066548930510653487,1110000110100001001001101010010000101010100000011010000100000101111,7,13,9,53,33,84,13,8,47,7 | 13 | 9 | 53 | 33 | 84 | 13 | 8 | 47
304,2522033418628431873,10001100000000000100000000100000101101000000110000000000000001,0,35,0,16,8,45,3,0,1,0 | 35 | 0 | 16 | 8 | 45 | 3 | 0 | 1
305,2161727847578992667,1111000000000000000000000011000101000000001000000000000011011,0,30,0,0,6,40,4,0,27,0 | 30 | 0 | 0 | 6 | 40 | 4 | 0 | 27
306,6614988095491,1100000010000101100000001000000000000000011,0,0,0,6,4,44,4,0,3,0 | 0 | 0 | 6 | 4 | 44 | 4 | 0 | 3
307,1080876078916239387,111100000000000010110001000100101010000001010000000000011011,0,15,0,11,17,42,5,0,27,0 | 15 | 0 | 11 | 17 | 42 | 5 | 0 | 27
308,3099042818140864520,10101100000010000000110000011000001111000000110000000000001000,0,43,2,3,6,15,3,0,8,0 | 43 | 2 | 3 | 6 | 15 | 3 | 0 | 8
309,2598883826298191873,10010000010001000101110001001000001111000000110000000000000001,0,36,17,23,18,15,3,0,1,0 | 36 | 17 | 23 | 18 | 15 | 3 | 0 | 1
310,3120470136258572,1011000101100000110100010010000000010000000000001100,0,0,11,22,13,18,1,0,12,0 | 0 | 11 | 22 | 13 | 18 | 1 | 0 | 12
311,576463003169128476,100000000000000000100000110000010010000011010000000000011100,0,8,0,2,12,18,13,0,28,0 | 8 | 0 | 2 | 12 | 18 | 13 | 0 | 28
312,48503435427845,1011000001110100010110000010100000000000000101,0,0,0,44,29,22,10,0,5,0 | 0 | 0 | 44 | 29 | 22 | 10 | 0 | 5
313,5912113382359042,10101000000010000100100101010000001110000000000000010,0,0,21,1,9,42,7,0,2,0 | 0 | 21 | 1 | 9 | 42 | 7 | 0 | 2
314,720590359373348875,101000000000000011010001110100101111000001010000000000001011,0,10,0,13,29,47,5,0,11,0 | 10 | 0 | 13 | 29 | 47 | 5 | 0 | 11
315,278652076277308129296,11110001101100010011000010110000001100100010000000010000000000010000,15,27,19,11,3,34,1,0,16,15 | 27 | 19 | 11 | 3 | 34 | 1 | 0 | 16
316,3132535236526087,1011001000010000011000110010000001010000000000000111,0,0,11,33,6,50,5,0,7,0 | 0 | 11 | 33 | 6 | 50 | 5 | 0 | 7
317,295654283099291254806,100000000011100000111000001000000100100001000000010000000000000010110,16,7,7,4,9,8,8,0,22,16 | 7 | 7 | 4 | 9 | 8 | 8 | 0 | 22
318,2738208523564417028,10011000000000000100100010010100000000000000010000000000000100,0,38,0,18,37,0,1,0,4,0 | 38 | 0 | 18 | 37 | 0 | 1 | 0 | 4
319,2527701516345737221,10001100010100001100110010001100000100000000010000000000000101,0,35,20,51,35,4,1,0,5,0 | 35 | 20 | 51 | 35 | 4 | 1 | 0 | 5
